complexity_score,story_points,number_of_dependencies,risk_score,team_seniority_avg,sprint_velocity_last_3,complexity_x_risk,actual_effort_hours,actual_duration_days
4,5,3,0.35479360723938225,4.221181428780246,26.820499247281916,1.419174428957529,48.12565302436585,7.438109864942735
3,5,0,0.8319822742026011,1.8577700071138614,32.440499953960426,2.495946822607803,36.37152052430011,12.456400641149438
3,3,4,0.5106581850467138,4.623283808685402,57.61173528608121,1.5319745551401414,45.1495935255247,6.685753140493342
4,3,7,0.62699483994051,3.8265827965683283,52.98002470102212,2.50797935976204,63.16901805322062,12.064509567229873
4,8,6,0.1408727967047787,1.2188797065882389,47.88690867393916,0.5634911868191148,59.057613784216045,40.12384015103939
3,2,3,0.023160174532669053,4.197148474646652,27.0587605925409,0.06948052359800716,34.51994163820017,5.31651964903185
1,1,0,0.050748570824986294,3.0257341614396296,28.2248526022957,0.050748570824986294,9.455985505855649,1.9604387626064734
4,5,5,0.9039201481982159,2.8105955852522055,26.71439964859546,3.6156805927928635,67.91268422694473,14.846300323839058
2,1,1,0.8826423842482511,2.682044770793947,27.165731119592373,1.7652847684965023,26.195663392370577,7.946911304244002
5,8,4,0.8075914391618425,3.4265202657636675,49.927046072759744,4.037957195809213,81.07640236857976,17.407701165729907
2,2,1,0.1996120912348608,3.898314003131845,32.56232876604156,0.3992241824697216,23.72473499855002,2.90153217785504
2,3,1,0.5254586519495033,4.583906462898243,33.885018353560575,1.0509173038990065,17.394337927451407,1.7924221485850338
4,8,5,0.7961171005483734,2.091779251788901,42.743867869234315,3.1844684021934935,65.25333056861294,18.2073783485074
2,3,3,0.6746691812557738,3.523105091641695,18.364720259660253,1.3493383625115476,31.277513913521492,6.122869773705843
2,5,2,0.1155211936759376,3.7453704458725197,35.52645821269139,0.2310423873518752,24.339156077531452,4.310559073066148
3,3,3,0.8955411998124237,3.6991885591475704,24.03128271327079,2.6866235994372714,44.19093385062031,8.579037416686177
4,5,3,0.16068239277796226,2.9720025911318797,32.05585079441681,0.642729571111849,53.54062937673447,11.69393922807298
2,1,2,0.17179569341333545,2.5640901928148043,29.135793060407874,0.3435913868266709,26.735232503450973,8.408253333599266
3,5,2,0.9010086291707082,4.049515268268367,28.62019253968743,2.7030258875121245,46.2126652463663,8.489059477061032
4,8,4,0.4846169390945161,2.2000392161632054,37.25581806706365,1.9384677563780643,65.905252045789,20.203324084008973
5,8,1,0.37289182595646686,1.8322126495929725,37.21213402392512,1.8644591297823343,69.64896433794891,29.69623281405943
3,5,4,0.5536567422980565,3.1833167750404954,32.80179410766015,1.6609702268941695,47.311261797672515,7.457522914070478
2,1,2,0.9813973328321114,2.070443430648708,38.706843429911565,1.9627946656642228,30.139521337146203,9.580847667393865
1,2,1,0.11963045524104288,1.132932651058156,26.31385459146451,0.11963045524104288,11.769797756512082,7.068717662440668
2,2,1,0.7569488487920653,1.2063029735292217,41.81585869039427,1.5138976975841305,26.125979699307756,15.742478924328573
2,2,2,0.3343258622441275,3.7800421055474986,32.93800977842394,0.668651724488255,23.47830701790282,3.075438038489819
4,8,4,0.11704927084762373,4.892583383968292,30.16336437862103,0.46819708339049493,54.77104910359054,7.17162162271301
2,2,2,0.42193335535293863,2.8187535345043,27.052411882970187,0.8438667107058773,21.12745076892293,5.297035931836727
3,3,5,0.5487528777252709,1.5882445023389367,32.58602539533318,1.6462586331758127,50.642167290149985,22.778544002372538
4,8,1,0.2059616377281469,4.272332842117413,53.70639256845922,0.8238465509125876,43.66715803570147,8.026277886447845
3,2,2,0.4052694590966025,2.0457435878948793,34.366862298974105,1.2158083772898074,32.990739911274986,11.97906188672551
2,2,4,0.6356760254722905,4.982505846415522,23.55596463856561,1.271352050944581,30.16723899453793,3.999581244050866
4,13,5,0.5764480197202222,3.2530566633082403,44.18819066785046,2.3057920788808888,67.87425497133793,15.318158429204825
4,8,1,0.7231605940548506,1.9305301942404025,30.28071564208246,2.8926423762194022,61.09952840208322,20.46209727027523
4,5,4,0.8364045329374012,2.9840190780973757,37.837590043524706,3.345618131749605,63.41395112711747,14.479370913523402
2,2,1,0.4091403317693737,2.3415250873185944,28.943394495734218,0.8182806635387474,27.757026697742447,8.845012843371059
2,2,0,0.42296727546222745,4.117887938507791,47.8077331614317,0.8459345509244549,17.087408654857104,2.7475731788479325
5,8,1,0.49669213445515314,1.4232635432322231,29.09240243354036,2.4834606722757657,69.44914507997697,34.29682272307003
3,3,2,0.5663533783813035,4.428010868130193,48.978579785775366,1.6990601351439105,44.56569898957025,7.677173053629674
3,2,0,0.10832267423789166,4.069347577056538,24.507394154712138,0.324968022713675,17.083327243161744,3.0976708493898095
3,5,1,0.31263535419477406,4.44545521560595,32.070936142845206,0.9379060625843222,37.77641208123608,6.713348214125304
4,8,0,0.17189179537702426,4.579974984166659,48.99995785906781,0.687567181508097,49.78284443677998,9.77739857799872
5,13,2,0.3858527623441316,1.919111291772325,36.68174224781339,1.929263811720658,80.67921233322821,30.98168809623055
2,1,2,0.9733540725740365,3.084023228914483,57.71465941805633,1.946708145148073,32.24949767782452,6.488932905690527
5,5,1,0.5827309566809797,4.39968888066551,32.30859550761983,2.9136547834048985,69.70779940796483,11.37345695666258
1,2,0,0.4293815199205463,2.509551888464446,37.57042852960674,0.4293815199205463,14.038394337705084,3.99157928746651
3,3,2,0.5659368952237088,1.2416303071825299,54.05149272048818,1.6978106856711266,39.34098773362589,23.067201772422717
3,5,3,0.6690765554271793,2.166537426154066,19.860767832577316,2.0072296662815377,46.07830021239972,17.35841121438076
2,1,1,0.43495346329040097,1.9676812458992434,18.622499668184624,0.8699069265808019,22.000742632404318,5.571019894832503
2,1,2,0.4477098042528872,4.480250474756418,27.044918227905917,0.8954196085057744,19.666259437465953,3.5908690337743363
3,8,2,0.7014011293817086,2.855385397636593,43.13372689473326,2.104203388145126,52.05411678054813,15.526774820422077
5,8,2,0.06086258320570126,3.734176949785253,18.90148816668061,0.3043129160285063,60.74319119779795,11.76861832762036
3,3,0,0.5400805682883442,4.848476598766341,40.970490565620196,1.6202417048650326,29.886743150218713,4.474435196258148
5,8,2,0.5473278122177014,2.196751409540815,40.26706694488893,2.736639061088507,67.81875635026097,19.83551666955876
4,5,1,0.7567522611283809,4.044798230109583,55.14390233201957,3.0270090445135236,52.317180805955104,8.63113655689647
3,2,1,0.982644752336658,1.0910564860748857,45.454849255123726,2.9479342570099742,39.83196187004428,26.886528791244636
4,8,2,0.7957547867868081,1.4164647012461127,38.64050237497776,3.1830191471472324,58.862366318315374,30.336666215719944
1,1,1,0.503788612650468,1.6474603600131124,48.5913293515296,0.503788612650468,19.183740973351707,8.602180586927302
2,1,2,0.16945317960717854,2.2496733474900337,40.389039411148666,0.3389063592143571,27.075715031808606,8.77781953380767
4,8,4,0.5882609716331706,2.6119488605175136,30.399299453727977,2.3530438865326824,66.32078247883668,19.208663825667994
4,13,4,0.8342988867126859,2.9080635629290175,23.553942229511385,3.3371955468507437,75.81239447474286,19.4305822489592
2,3,3,0.9324140636453325,1.98132538513359,29.306343963069192,1.864828127290665,39.601927251511455,11.277636106526204
3,3,1,0.8253103794941006,1.2648612784405437,34.59926125452883,2.4759311384823017,41.67500172590976,24.70769896397766
3,5,0,0.18896860636256352,3.710092367360973,36.750184053496035,0.5669058190876906,32.12462900124302,7.381773059614524
4,5,1,0.7125758643493314,1.0946454141370578,13.648044019132413,2.8503034573973256,53.99882798354543,32.75529852203588
